[2025-02-20 03:40:38,832] [ERROR] Error in stream processing: <class 'tinkoff.invest.exceptions.AioRequestError'> (<StatusCode.UNAVAILABLE: (14, 'unavailable')>, 'IOCP/Socket: Connection reset (An existing connection was forcibly closed by the remote host.\r\n -- 10054)', Metadata(tracking_id=None, ratelimit_limit='600, 600;w=60', ratelimit_remaining=599, ratelimit_reset=42, message=None))
[2025-02-20 03:40:38,855] [INFO] Will retry after 60 seconds...
[2025-02-20 09:17:12,493] [INFO] [start] It`s starting...
[2025-02-20 09:17:12,493] [INFO] -----------------------------
[2025-02-20 09:17:14,923] [INFO] [get_data] Last operation Operation(id='2041006194641877500', parent_operation_id='', currency='rub', payment=MoneyValue(currency='rub', units=-377, nano=-270000000), price=MoneyValue(currency='pt.', units=4, nano=172000000), state=<OperationState.OPERATION_STATE_EXECUTED: 1>, quantity=1, quantity_rest=0, figi='FUTNGM022500', instrument_type='futures', date=datetime.datetime(2025, 2, 19, 16, 21, 0, 343235, tzinfo=datetime.timezone.utc), type='Покупка ценных бумаг', operation_type=<OperationType.OPERATION_TYPE_BUY: 15>, trades=[OperationTrade(trade_id='2041006194641863114', date_time=datetime.datetime(2025, 2, 19, 16, 21, 0, 343235, tzinfo=datetime.timezone.utc), quantity=1, price=MoneyValue(currency='rub', units=4, nano=172000000))], asset_uid='1fa4b56d-4a86-4b2f-8127-c4d0e3a47a63', position_uid='1fa4b56d-4a86-4b2f-8127-c4d0e3a47a63', instrument_uid='afbc7c40-fe28-465b-80ee-2f047bd691e4', child_operations=[ChildOperationItem(instrument_uid='afbc7c40-fe28-465b-80ee-2f047bd691e4', payment=MoneyValue(currency='rub', units=0, nano=-90000000))])
[2025-02-20 09:17:14,924] [INFO] [get_data]. Price of last operation: 4.17200000
[2025-02-20 09:17:14,926] [INFO] [futures_quantity] 0
[2025-02-20 09:17:14,926] [INFO] [orders_prices] ()
[2025-02-20 09:17:23,112] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:17:23,224] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:17:23,622] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:17:25,176] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:17:25,279] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:17:27,607] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:17:31,020] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:17:34,920] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:17:36,328] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:17:36,432] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:17:37,682] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:17:38,445] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:17:39,176] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:17:42,090] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:17:46,756] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:17:47,639] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:17:51,640] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:03,196] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:03,298] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:12,021] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:12,187] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:14,370] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:14,472] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:14,864] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:14,966] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:15,181] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:15,283] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:15,594] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:15,750] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:16,200] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:16,299] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:20,601] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:20,701] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:24,173] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:24,280] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:28,891] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:30,973] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:31,612] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:31,788] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:32,859] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:32,958] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:33,737] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:34,314] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:34,419] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:34,577] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:35,875] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:38,219] [INFO] Not enough data for EMA calculations.
[2025-02-20 09:18:38,657] [INFO] Not enough data for EMA calculations.
